Net Square Meter,Number of Rooms,Floor Number,Heating Type,Credit Eligibility,Number of Bathrooms,Number of WC,Gross Square Meter,Building Age,Number of Floors in Building,Within Site,Balcony,house is furnished,Price,Location
85 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),4,Hayır,,Boş,1.890.000,İstanbul - Avcılar - Yeşilkent Mh.
135 m²,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,2,,152 m²,21 Ve Üzeri,3,Hayır,,Eşyalı,2.700.000,İstanbul - Avcılar - Denizköşkler Mh.
195 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil,2,,245 m²,2,5,Hayır,,Boş,4.700.000,İstanbul - Avcılar - Merkez Mh.
65 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,0 (Yeni),5,Hayır,,Boş,1.720.000,İstanbul - Avcılar - Üniversite Mh.
75 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,80 m²,5-10,4,Hayır,,Boş,2.299.000,İstanbul - Avcılar - Gümüşpala Mh.
87 m²,2+1,9.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,128 m²,1,20,Evet,,Boş,8.250.000,İstanbul - Avcılar - Üniversite Mh.
85 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,100 m²,0 (Yeni),5,Evet,,Boş,6.500.000,İstanbul - Avcılar - Ambarlı Mh.
160 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,165 m²,11-15,4,Hayır,Var,,3.550.000,İstanbul - Avcılar - Cihangir Mh.
160 m²,4+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,,225 m²,2,5,Hayır,,,6.750.000,İstanbul - Avcılar - Denizköşkler Mh.
80 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,1,95 m²,5-10,3,Hayır,Var,Boş,3.745.000,İstanbul - Avcılar - Firuzköy Mh.
133 m²,4+2,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,2,,155 m²,0 (Yeni),4,Hayır,,Boş,5.650.000,İstanbul - Avcılar - Cihangir Mh.
130 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,140 m²,4,5,Hayır,,,1.300.000,İstanbul - Avcılar - Cihangir Mh.
75 m²,1+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,0 (Yeni),5,Hayır,,Boş,2.100.000,İstanbul - Avcılar - Denizköşkler Mh.
75 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),5,Hayır,,,1.950.000,İstanbul - Avcılar - Denizköşkler Mh.
90 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),6,Hayır,,,1.720.000,İstanbul - Avcılar - Mustafa Kemal Paşa Mh.
150 m²,2+2,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,2,170 m²,11-15,3,Hayır,Var,Boş,3.650.000,İstanbul - Avcılar - Cihangir Mh.
96 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,100 m²,5-10,4,Hayır,,,4.400.000,İstanbul - Avcılar - Gümüşpala Mh.
95 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,110 m²,1,4,Hayır,,,4.400.000,İstanbul - Avcılar - Cihangir Mh.
145 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,159 m²,5-10,5,Hayır,,Boş,4.500.000,İstanbul - Avcılar - Firuzköy Mh.
70 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,85 m²,21 Ve Üzeri,4,Hayır,,Boş,1.525.000,İstanbul - Avcılar - Denizköşkler Mh.
85 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),4,Evet,,Boş,4.250.000,İstanbul - Avcılar - Ambarlı Mh.
120 m²,3+1,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,165 m²,0 (Yeni),13,Evet,,Boş,7.750.000,İstanbul - Avcılar - Tahtakale Mh.
100 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,105 m²,16-20,11,Hayır,,,2.600.000,İstanbul - Avcılar - Cihangir Mh.
80 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,21 Ve Üzeri,3,Evet,,Boş,1.390.000,İstanbul - Avcılar - Ambarlı Mh.
140 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,2,,145 m²,0 (Yeni),5,Hayır,,Boş,7.000.000,İstanbul - Avcılar - Denizköşkler Mh.
100 m²,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,,125 m²,21 Ve Üzeri,5,Hayır,,Boş,2.350.000,İstanbul - Avcılar - Merkez Mh.
349 m²,1 Oda,,Kombi Doğalgaz,Krediye Uygun,Yok,,350 m²,21 Ve Üzeri,3,Hayır,,,76.000.000,İstanbul - Avcılar - Gümüşpala Mh.
70 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,,85 m²,11-15,5,Hayır,,,2.100.000,İstanbul - Avcılar - Gümüşpala Mh.
95 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,21 Ve Üzeri,5,Hayır,,,1.700.000,İstanbul - Avcılar - Denizköşkler Mh.
95 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,21 Ve Üzeri,5,Hayır,,Boş,1.700.000,İstanbul - Avcılar - Denizköşkler Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,0 (Yeni),5,Hayır,Var,,4.200.000,İstanbul - Avcılar - Mustafa Kemal Paşa Mh.
90 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,2,100 m²,21 Ve Üzeri,6,Hayır,,Boş,2.100.000,İstanbul - Avcılar - Denizköşkler Mh.
135 m²,3+1,19.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,150 m²,5-10,27,Evet,,Boş,5.450.000,İstanbul - Avcılar - Yeşilkent Mh.
75 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,0 (Yeni),3,Hayır,Var,Boş,4.000.000,İstanbul - Avcılar - Mustafa Kemal Paşa Mh.
75 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,0 (Yeni),3,Hayır,Var,,3.540.000,İstanbul - Avcılar - Mustafa Kemal Paşa Mh.
105 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,11-15,5,Hayır,,Boş,2.600.000,İstanbul - Avcılar - Mustafa Kemal Paşa Mh.
90 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,11-15,4,Hayır,,,3.100.000,İstanbul - Avcılar - Gümüşpala Mh.
90 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,2,100 m²,21 Ve Üzeri,6,Hayır,,Boş,1.850.000,İstanbul - Avcılar - Denizköşkler Mh.
125 m²,3+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,21 Ve Üzeri,6,Hayır,,,1.915.000,İstanbul - Avcılar - Denizköşkler Mh.
75 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,0 (Yeni),3,Hayır,,,3.290.000,İstanbul - Avcılar - Mustafa Kemal Paşa Mh.
85 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),4,Hayır,,,3.200.000,İstanbul - Avcılar - Gümüşpala Mh.
190 m²,4+2,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,200 m²,21 Ve Üzeri,5,Hayır,,,3.450.000,İstanbul - Avcılar - Ambarlı Mh.
85 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,5-10,5,Hayır,,,3.200.000,İstanbul - Avcılar - Gümüşpala Mh.
107 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,114 m²,0 (Yeni),5,Hayır,,,5.200.000,İstanbul - Avcılar - Ambarlı Mh.
130 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,140 m²,4,6,Hayır,,,1.100.000,İstanbul - Avcılar - Cihangir Mh.
110 m²,2+1,Çatı Katı,Kombi Doğalgaz,Krediye Uygun Değil,1,1,160 m²,21 Ve Üzeri,4,Hayır,Var,Boş,1.850.000,İstanbul - Avcılar - Üniversite Mh.
75 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,2,80 m²,21 Ve Üzeri,3,Hayır,Var,,2.250.000,İstanbul - Avcılar - Merkez Mh.
75 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,1,85 m²,0 (Yeni),5,Hayır,Var,,2.750.000,İstanbul - Avcılar - Ambarlı Mh.
120 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,140 m²,4,5,Hayır,,,900.000,İstanbul - Avcılar - Mustafa Kemal Paşa Mh.
75 m²,1+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,80 m²,11-15,4,Hayır,,,1.650.000,İstanbul - Avcılar - Üniversite Mh.
120 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,21 Ve Üzeri,4,Hayır,,Boş,1.900.000,İstanbul - Avcılar - Ambarlı Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,100 m²,0 (Yeni),4,Hayır,,Boş,3.750.000,İstanbul - Avcılar - Ambarlı Mh.
115 m²,3+1,19.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,159 m²,5-10,23,Evet,,Boş,6.100.000,İstanbul - Avcılar - Tahtakale Mh.
115 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,125 m²,5-10,5,Hayır,,,950.000,İstanbul - Avcılar - Mustafa Kemal Paşa Mh.
65 m²,1+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,1,,78 m²,11-15,16,Evet,,Boş,2.850.000,İstanbul - Avcılar - Tahtakale Mh.
175 m²,3+2,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,185 m²,0 (Yeni),4,Hayır,,,6.000.000,İstanbul - Avcılar - Denizköşkler Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,0 (Yeni),4,Hayır,,,3.500.000,İstanbul - Avcılar - Denizköşkler Mh.
120 m²,3+1,11.Kat,Kombi Doğalgaz,Krediye Uygun,2,,135 m²,11-15,19,Hayır,,,6.500.000,İstanbul - Avcılar - Tahtakale Mh.
99 m²,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,,117 m²,21 Ve Üzeri,5,Hayır,,Boş,1.850.000,İstanbul - Avcılar - Gümüşpala Mh.
90 m²,2+1,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,2,,126 m²,0 (Yeni),13,Evet,,Boş,5.500.000,İstanbul - Avcılar - Tahtakale Mh.
115 m²,3+1,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,2,,168 m²,0 (Yeni),13,Evet,,Boş,6.500.000,İstanbul - Avcılar - Tahtakale Mh.
110 m²,3+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,140 m²,5-10,34,Evet,Var,,4.000.000,İstanbul - Avcılar - Tahtakale Mh.
165 m²,3+1,9.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,184 m²,5-10,26,Evet,,Boş,9.399.000,İstanbul - Avcılar - Tahtakale Mh.
125 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,140 m²,1,5,Hayır,,,7.000.000,İstanbul - Avcılar - Merkez Mh.
95 m²,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,21 Ve Üzeri,5,Hayır,,,1.399.999,İstanbul - Avcılar - Ambarlı Mh.
125 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,1,5,Hayır,,,4.850.000,İstanbul - Avcılar - Merkez Mh.
85 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,16-20,5,Hayır,,,1.950.000,İstanbul - Avcılar - Cihangir Mh.
130 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,140 m²,0 (Yeni),5,Hayır,,,4.900.000,İstanbul - Avcılar - Cihangir Mh.
170 m²,4+2,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,180 m²,0 (Yeni),5,Hayır,,,6.700.000,İstanbul - Avcılar - Ambarlı Mh.
65 m²,1+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,75 m²,21 Ve Üzeri,5,Hayır,,,880.000,İstanbul - Avcılar - Gümüşpala Mh.
85 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),5,Hayır,,,3.600.000,İstanbul - Avcılar - Gümüşpala Mh.
85 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),5,Hayır,,,3.200.000,İstanbul - Avcılar - Cihangir Mh.
120 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,0 (Yeni),5,Hayır,,,4.100.000,İstanbul - Avcılar - Merkez Mh.
85 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),5,Hayır,,,2.600.000,İstanbul - Avcılar - Cihangir Mh.
95 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),4,Hayır,,,2.900.000,İstanbul - Avcılar - Cihangir Mh.
130 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,140 m²,0 (Yeni),5,Hayır,,,5.100.000,İstanbul - Avcılar - Denizköşkler Mh.
170 m²,4+2,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,180 m²,0 (Yeni),5,Hayır,,,6.600.000,İstanbul - Avcılar - Denizköşkler Mh.
75 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,11-15,5,Hayır,,,2.300.000,İstanbul - Avcılar - Gümüşpala Mh.
95 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),5,Hayır,,,2.850.000,İstanbul - Avcılar - Ambarlı Mh.
85 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),5,Hayır,,,3.600.000,İstanbul - Avcılar - Cihangir Mh.
85 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),5,Hayır,,,4.400.000,İstanbul - Avcılar - Denizköşkler Mh.
85 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),5,Hayır,,,3.600.000,İstanbul - Avcılar - Gümüşpala Mh.
85 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),5,Hayır,,,2.000.000,İstanbul - Avcılar - Gümüşpala Mh.
120 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,21 Ve Üzeri,6,Hayır,,,1.450.000,İstanbul - Avcılar - Cihangir Mh.
120 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,0 (Yeni),5,Hayır,,,4.500.000,İstanbul - Avcılar - Merkez Mh.
85 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,5-10,5,Hayır,,,3.350.000,İstanbul - Avcılar - Denizköşkler Mh.
120 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,21 Ve Üzeri,5,Hayır,,,1.950.000,İstanbul - Avcılar - Cihangir Mh.
120 m²,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,0 (Yeni),5,Hayır,,,3.600.000,İstanbul - Avcılar - Ambarlı Mh.
75 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,11-15,4,Hayır,,,1.900.000,İstanbul - Avcılar - Cihangir Mh.
60 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,70 m²,5-10,4,Hayır,,,2.400.000,İstanbul - Avcılar - Üniversite Mh.
65 m²,1+1,13.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,75 m²,3,15,Evet,,,2.750.000,İstanbul - Avcılar - Tahtakale Mh.
90 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,110 m²,2,5,Hayır,,,4.480.000,İstanbul - Avcılar - Ambarlı Mh.
150 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,170 m²,0 (Yeni),4,Hayır,,Boş,5.395.000,İstanbul - Avcılar - Tahtakale Mh.
125 m²,3+1,18.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,2,,169 m²,5-10,23,Evet,,Boş,5.900.000,İstanbul - Avcılar - Tahtakale Mh.
110 m²,3+1,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,134 m²,5-10,28,Evet,,Boş,4.000.000,İstanbul - Avcılar - Tahtakale Mh.
110 m²,2+1,18.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,140 m²,5-10,30,Evet,,Boş,5.250.000,İstanbul - Avcılar - Tahtakale Mh.
135 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,145 m²,5-10,8,Hayır,,,1.250.000,İstanbul - Avcılar - Cihangir Mh.
158 m²,4+2,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,2,,194 m²,0 (Yeni),3,Hayır,,,6.500.000,İstanbul - Avcılar - Firuzköy Mh.
95 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,110 m²,0 (Yeni),6,Hayır,,Boş,3.899.000,İstanbul - Avcılar - Gümüşpala Mh.
90 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),5,Hayır,,Boş,3.199.000,İstanbul - Avcılar - Merkez Mh.
60 m²,1 Oda,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,Yok,70 m²,21 Ve Üzeri,5,Evet,Var,Boş,2.250.000,İstanbul - Avcılar - Denizköşkler Mh.
115 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,125 m²,5-10,12,Hayır,,,1.200.000,İstanbul - Avcılar - Cihangir Mh.
95 m²,2+1,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,126 m²,5-10,30,Evet,Var,Boş,5.500.000,İstanbul - Avcılar - Tahtakale Mh.
185 m²,3+2,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,210 m²,5-10,6,Hayır,,,2.000.000,İstanbul - Avcılar - Cihangir Mh.
72 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,87 m²,21 Ve Üzeri,5,Hayır,,,1.100.000,İstanbul - Avcılar - Cihangir Mh.
140 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,150 m²,5-10,5,Hayır,,,1.000.000,İstanbul - Avcılar - Cihangir Mh.
110 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,120 m²,21 Ve Üzeri,3,Hayır,,,2.000.000,İstanbul - Avcılar - Gümüşpala Mh.
130 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,2,,140 m²,11-15,5,Hayır,,,890.000,İstanbul - Avcılar - Cihangir Mh.
160 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,180 m²,21 Ve Üzeri,4,Hayır,,,2.400.000,İstanbul - Avcılar - Denizköşkler Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,5-10,3,Hayır,,,2.650.000,İstanbul - Avcılar - Cihangir Mh.
120 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,125 m²,1,4,Hayır,,,3.785.000,İstanbul - Avcılar - Denizköşkler Mh.
85 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),5,Hayır,,,2.450.000,İstanbul - Avcılar - Ambarlı Mh.
120 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,130 m²,0 (Yeni),5,Hayır,,,4.150.000,İstanbul - Avcılar - Ambarlı Mh.
75 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,80 m²,5-10,5,Hayır,,,2.300.000,İstanbul - Avcılar - Gümüşpala Mh.
130 m²,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,140 m²,0 (Yeni),5,Hayır,,,3.775.000,İstanbul - Avcılar - Merkez Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,21 Ve Üzeri,4,Hayır,,,1.800.000,İstanbul - Avcılar - Merkez Mh.
100 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Yok,,110 m²,2,5,Hayır,,,800.000,İstanbul - Avcılar - Cihangir Mh.
120 m²,3+1,20.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,150 m²,5-10,26,Hayır,,Boş,4.600.000,İstanbul - Avcılar - Yeşilkent Mh.
180 m²,4+2,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,2,,210 m²,11-15,4,Hayır,,Boş,4.910.000,İstanbul - Avcılar - Cihangir Mh.
70 m²,2+1,Bahçe Katı,Kat Kaloriferi,Krediye Uygun,1,,80 m²,5-10,4,Hayır,,Boş,2.000.000,İstanbul - Avcılar - Cihangir Mh.
95 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,5-10,6,Hayır,,,1.000.000,İstanbul - Avcılar - Cihangir Mh.
95 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,5-10,8,Hayır,,,750.000,İstanbul - Avcılar - Cihangir Mh.
199 m²,1 Oda,,Kombi Doğalgaz,Krediye Uygun Değil,Yok,,200 m²,21 Ve Üzeri,4,Hayır,,,17.500.000,İstanbul - Avcılar - Merkez Mh.
85 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),5,Hayır,,,3.289.000,İstanbul - Avcılar - Merkez Mh.
120 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,0 (Yeni),5,Hayır,,,4.000.000,İstanbul - Avcılar - Merkez Mh.
100 m²,2+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,2,,123 m²,3,6,Hayır,,,5.100.000,İstanbul - Avcılar - Ambarlı Mh.
120 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,21 Ve Üzeri,5,Hayır,,,2.000.000,İstanbul - Avcılar - Denizköşkler Mh.
85 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),4,Hayır,,,2.600.000,İstanbul - Avcılar - Denizköşkler Mh.
110 m²,3+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,1,,120 m²,21 Ve Üzeri,6,Hayır,,,1.600.000,İstanbul - Avcılar - Denizköşkler Mh.
160 m²,3+1,6.Kat,Kombi Doğalgaz,Krediye Uygun Değil,2,,170 m²,21 Ve Üzeri,6,Hayır,,Boş,1.750.000,İstanbul - Avcılar - Cihangir Mh.
65 m²,1+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,75 m²,0 (Yeni),5,Hayır,,,1.780.000,İstanbul - Avcılar - Gümüşpala Mh.
170 m²,3+2,6.Kat,Kombi Doğalgaz,Krediye Uygun,2,,180 m²,1,6,Hayır,,,8.600.000,İstanbul - Avcılar - Merkez Mh.
65 m²,1+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,75 m²,0 (Yeni),5,Hayır,,Boş,1.780.000,İstanbul - Avcılar - Gümüşpala Mh.
75 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,80 m²,5-10,4,Hayır,Var,,1.700.000,İstanbul - Avcılar - Gümüşpala Mh.
125 m²,3+1,17.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,169 m²,5-10,23,Evet,,Boş,6.200.000,İstanbul - Avcılar - Tahtakale Mh.
135 m²,3+1,Düz Giriş (Zemin),Merkezi Doğalgaz,Krediye Uygun,2,,175 m²,0 (Yeni),12,Evet,,,9.150.000,İstanbul - Avcılar - Tahtakale Mh.
200 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,230 m²,5-10,5,Hayır,,Boş,6.200.000,İstanbul - Avcılar - Cihangir Mh.
140 m²,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,168 m²,5-10,18,Evet,,Boş,7.999.000,İstanbul - Avcılar - Tahtakale Mh.
135 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,150 m²,4,6,Evet,,Boş,10.400.000,İstanbul - Avcılar - Ambarlı Mh.
65 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,,75 m²,0 (Yeni),5,Hayır,,Boş,1.950.000,İstanbul - Avcılar - Merkez Mh.
85 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,21 Ve Üzeri,4,Hayır,,Boş,1.980.000,İstanbul - Avcılar - Gümüşpala Mh.
80 m²,1+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,95 m²,11-15,18,Evet,,Boş,3.300.000,İstanbul - Avcılar - Tahtakale Mh.
130 m²,3+1,22.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,169 m²,5-10,28,Evet,,,6.225.000,İstanbul - Avcılar - Tahtakale Mh.
81 m²,2+1,16.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,96 m²,4,30,Evet,Var,Boş,5.700.000,İstanbul - Avcılar - Üniversite Mh.
75 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,1,80 m²,21 Ve Üzeri,5,Hayır,Var,Boş,1.420.000,İstanbul - Avcılar - Merkez Mh.
90 m²,2+2,28.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,120 m²,5-10,29,Evet,,Boş,7.350.000,İstanbul - Avcılar - Üniversite Mh.
55 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,65 m²,21 Ve Üzeri,5,Hayır,,Boş,1.100.000,İstanbul - Avcılar - Merkez Mh.
120 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,2,,130 m²,0 (Yeni),4,Hayır,,Boş,3.550.000,İstanbul - Avcılar - Ambarlı Mh.
75 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,5-10,3,Hayır,,Boş,2.250.000,İstanbul - Avcılar - Gümüşpala Mh.
20 m²,1+1,,Sobalı,Krediye Uygun Değil,1,,21 m²,0 (Yeni),1,Hayır,,,75.000,İstanbul - Avcılar - Cihangir Mh.
170 m²,3+2,6.Kat,Kombi Doğalgaz,Krediye Uygun,2,,180 m²,1,6,Hayır,,,4.950.000,İstanbul - Avcılar - Merkez Mh.
